pages	stars	date_posted	review_text	review_id
7	5	2020-04-22T00:00:00Z	Great app and great Customer service! Cody was knowledgable and helped me with everything I needed! I used this app for my meal prep company and it works like a charm! So far so good! My customers and I love how we can create our own subscriptions. Really separates ourselves from the competition	69
7	5	2020-04-22T00:00:00Z	Aryan was great. Helped me without a delay. Look forward to installing yet ANOTHER bold up. Great products all around.	70
8	5	2020-04-21T00:00:00Z	"Aryan was fantastic, but all the help I've had with bold has been terrific.
Thanks for the great customer service both by phone and chat."	71
8	5	2020-04-21T00:00:00Z	"Aryan Sharma was very helpful!!!!!!!!!!

Thanks Again 
Answered all of my questions about notifications

Jack"	72
8	5	2020-04-21T00:00:00Z	Excellent customer support. Carter was very helpful in getting me set up with my subscription service. I will definitely be using Bold moving forward!	73
8	5	2020-04-21T00:00:00Z	Great subscription app with even better customer service! Service is always fast and friendly, we definitely recommend giving them a try!	74
8	5	2020-04-21T00:00:00Z	Really solid product and awesome support. Helpful in creating subscriptions on the Shopify platform. Naman was super helpful. Thanks Bold Commerce :)	75
8	5	2020-04-20T00:00:00Z	Every time I mess up they always manage to fix it for me! Abhi has been brilliant in fixing my latest problem! Great customer service! Thank you Abhi!!	76
8	5	2020-04-20T00:00:00Z	Brilliant customer review. So helpful and will go the extra ten miles, let alone one. The chat crew are great. Special shoutout to Daniel!	77
8	5	2020-04-19T00:00:00Z	Great for a subscription business and excellent customer service (thank you, Ankur!) I do not recommend an automatic installation (which didn't work properly), but Ankur and his team were prompt and professional in fixing all the bugs.	78
8	5	2020-04-18T00:00:00Z	We were having an issue within our customer interface. After a few minutes on a chat with Aryan Sharma, we had a work around until the website was corrected.  Thanks so much!	79
8	5	2020-04-17T00:00:00Z	I was having issues, but once I started a live chat, an installation error was identified, and I got some super great help from Aryan to move to resolve it.	80
9	5	2020-04-17T00:00:00Z	Customer service has been great and Bold has done a great job with the subscription app. It works well and does exactly what we need.	81
9	5	2020-04-16T00:00:00Z	I subscribed to Bold because it was highly regarded, and I needed to immediately implement a subscription app. I was so pleased, when Snigdha informed me today that the install was complete, fast and quick, and on checking, it is performing perfectly. Very professional, and that is what online businesses should be about. Thanks Snigdha.	82
9	5	2020-04-16T00:00:00Z	This app is very intuitive and easy to use. When I ran into a problem an awesome support staff member named Prianka was able to help me out in a matter of a few minutes.	83
9	5	2020-04-16T00:00:00Z	Great support from Abhi. The app has a lot of useful tools and functionalities. The integration is really easy but if you have any issue you have free support to instal it. Thanks	84
9	5	2020-04-16T00:00:00Z	Very good application, complete and easy to use. Extremely responsive customer support, thanks to Vighnesh for his help!	85
9	5	2020-04-15T00:00:00Z	Cody was very helpful. Resolved my issue very quickly. Great communication and the app so far is great.	86
9	5	2020-04-15T00:00:00Z	"Does what it should. I will say that setup is a bit tedious. I'm not a developer, but i have some coding skill and was able to set it up relatively easy. However, for most people with no technical background, you'll likely need support. That said, their support team was great.

After I got everything installed, I was having issues adjusting font sizes, colors, etc. because my store settings were overriding the app settings. I got on live chat and spoke with Mayank who was very helpful in troubleshooting. I'd recommend this app and the people behind it."	87
9	5	2020-04-15T00:00:00Z	Daniel is mah boi!!! But really. In the middle of the covid I've had a number of developers be slow and unhelpful. Not Bold! They are quick and knowledgeable! Very concise and friendly. Thanks!	88
9	5	2020-04-15T00:00:00Z	I had a slew of questions regarding initial setup and Vighnesh did an awesome job working with me and showed great patience by answering each question one by one. In deciding between this and another subscription platform, this will be a major factor in the decision.	89
9	1	2020-04-15T00:00:00Z	"I'll start with what doesn't work.

1. Although Stripe is listed as a payment gateway option, it does not work for Stripe Mexico. After contacting Bold support, the answer was: We can't do anything, fix it with Stripe.

2. They have announced that it is possible to integrate the Zapiet app. But they don't mention that it doesn't work for the meal box model. They also have no other option to manage local deliveries. After contacting the support, the answer was: We cannot solve it, you should see it with Zapiet.

3. I needed a report with all the options selected by the clients in their meal boxes. Well, when contacting support they told me that something like this didn't exist. However, after searching a little more, I found the report by myself.

4. Recurring subscription charging does not work at all. For it to work it is necessary to deactivate the CVC / CVV request in my payment gateway. But my payment gateway requires that this JSON request be made from Bold in a specific way. After contacting the support, guess what the answer was: We can't do anything, you should see it with your provider.

In short, I can't receive payments and I can't plan deliveries either.

It works? Well, at first it looks functional, but it's not."	90
10	5	2020-04-14T00:00:00Z	Raphael and the team were extremely helpful and went the extra mile to get Bold subscriptions up and running across a couple of my sites... can't recommend enough, great work guys! Thanks	91
10	5	2020-04-14T00:00:00Z	Priyanka rocks! Good app, better than the others in terms of comprehensive customizations. Shipping dates, etc... need to be a little creative for multiple ship days, etc.. but it's all possible. Bold gets the job done.	92
10	5	2020-04-14T00:00:00Z	i have been given excellent onboarding service. Abhishek answered all of my questions, and was very patient as I walked through each step. he made sure i understood what was going on at each step. The client service was prompt and very helpful!	93
10	5	2020-04-14T00:00:00Z	Great and responsive customer service. Been using this app for a while now and have only had a few hiccups that were fixed quickly.	94
10	5	2020-04-14T00:00:00Z	Thanking Daniel and his team for their quick and helpful response!  Bold Subscription responded back promptly.	95
10	5	2020-04-14T00:00:00Z	Ankur & Priyanka thank you for all your help today resolving an issue I had with Bold Subscription. I appreciate all your help getting that refund to me and providing a telephone number to call in the future when needed.	96
10	5	2020-04-16T00:00:00Z	Priyanka assisted me with finding language settings to clarify the buying experience for our customers. She was very helpful! Thank you Priyanka! Additional help from Clifford today provided a step by step solution to additional questions - saving me the need to contact BOLD. Great CHAT support from both agents.	97
10	5	2020-04-13T00:00:00Z	Their live chat is super helpful. They respond quickly and have handled all our concerns. Carter in particular was very helpful and patient.	98
10	5	2020-04-13T00:00:00Z	Good customer service. Always responsive and so far so good. The dashboard is also intuitive and not too difficult to use.	99
10	5	2020-04-11T00:00:00Z	Carter quickly and efficiently walked me through some very basic steps that I was struggling with.	100
11	5	2020-04-09T00:00:00Z	So far has worked well for my digital goods subscriptions. Aryan Sharma in customer service was great -- friendly and resolved my issue quickly.	101
11	5	2020-04-09T00:00:00Z	I had a few questions and Vighnesh was able to solve them quickly. Very professional, accurate and knowledgeable.	102
11	5	2020-04-09T00:00:00Z	Great customer service. Carter and Kelsey took care of our issue promptly. Great app, the additional recurring revenue created is well worth the monthly fee.	103
11	5	2020-04-09T00:00:00Z	"Excellent Customer Service!  Aryan was very professional & quick to respond.  
I would recommend this app. Thank You!"	104
11	5	2020-04-09T00:00:00Z	Very helpful bunch of folks who try their best to make you happy. Happy with app and happy with service. Highly recommend. Aloha!	105
11	5	2020-04-09T00:00:00Z	Have not yet fully launched this app in our store but the customer service has been impeccable. Worked with Carter and Regina and they answer every last question with patience and detail. Excited to continue working with this company.	106
11	5	2020-04-08T00:00:00Z	Excellent support from the tech team, really good app and interface. Spoke with the team todayand they were able to help and fix my problem in no time 10/10	107
11	5	2020-04-08T00:00:00Z	The supportteam at Bold - Regina was perfect.... Really nice and super quick. They will fix my problem.	108
11	5	2020-04-08T00:00:00Z	Carter helped me figure out where a customer can change their payment info and Regina helped get me back to Carter when my chat disappeared. Thanks!	109
11	5	2020-04-08T00:00:00Z	its my time meeting the help team, aryan was instantly helpful, literally read my mind and solved my problem with ease, great communication, really appreciate the help. I wish all online assists were as useful.	110
12	5	2020-04-08T00:00:00Z	Aryan Sharma was a huge help and sent me on the right path to the migration team. looking forward to using this app	111
12	5	2020-04-08T00:00:00Z	Amazing live chat experience with Aryan Sharma. The help was amazing and all of my problems were solved. Thanks!	112
12	5	2020-04-08T00:00:00Z	Just started using this app a few months ago. Customer service is quick. I spoke with Carter and he was helpful, friendly and he was able to point me in the right direction efficiently. I highly recommend this app. It's versatile and can be used in many ways for your business.	113
12	5	2020-04-07T00:00:00Z	Loving the app so far. Will need to refresh and check back once the app gets up and running further. I had a few questions and Vighnesh was extremely helpful. I was a little surprised that Bold was quite a bit more expensive than other subscription apps but after researching, they seem to be quite worth the extra cost. And they came with 2 months free trial so that was an easy call.	114
12	5	2020-04-07T00:00:00Z	I had an issue with understanding the process of connecting the “BOLD SUBSCRIPTION” app to my store. I thought I was going to pull my hair out. I called the help line and talked to Mayank. He voice was calm. He had so much patience with me with walking me through the necessary steps to setting up my store correctly. Thank you for helping me get through this trying time. Mayank “YOU ROCK” :-)	115
12	5	2020-04-07T00:00:00Z	Really good app with great customer service. There was an issue with my site which was fixed by Brenda within 24 hours.	116
12	5	2020-04-06T00:00:00Z	Laurel, customer service lady extraordinaire, was super duper helpful. Fast, efficient, amazing. Loving Bold. Bold rules.	117
12	5	2020-04-06T00:00:00Z	I had trouble getting it setup, but it turned out to be a simple issue with my browser cache. Fast, spot on customer service by Aryan Sharma. Thank you!	118
12	5	2020-04-06T00:00:00Z	I ran into a tiny glitch adding product on my site.  Vighnesh in customer support had it fixed in a flash.  Great customer service makes all the difference! Thank you.	119
12	5	2020-04-06T00:00:00Z	"I used this app for ""Monthly Subscription"" discount. It helps me to manage pricing. I have good experience with Customer support as well. Specially with ""Naman""."	120
13	5	2020-04-04T00:00:00Z	This app has tons of features, it's easy to use, and it has quick, helpful support behind it. Priyanka was able to help me figure out my issue in a timely manner and with a great attitude. I love the app and recommend it to anyone else thinking of using subscriptions on their site!	121
13	4	2020-05-04T00:00:00Z	"The app is very straight forward, but our theme had some troubles adapting and installing. Good thing they have awesome support! Naman helped me get connected with the right department to fix the issue and also answered the many questions I had. Keep it up folks.

Update: The app has its shortcomings, but I still think it's the only decent build-a-box app for shopify. Their support team is still amazing. Chatting with me well after hours to make sure I don't leave the chat with some sort of answer to my questions. I really appreciated it. Shoutout to Priyanka for that."	122
13	5	2020-04-02T00:00:00Z	"Top-class customer service, fully recommended, they tailor-coded what my theme needed, thank you Bold. 
And special thanks to Rebecca G!"	123
13	5	2020-04-02T00:00:00Z	Naman help a lot thank you a lot !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	124
13	5	2020-04-01T00:00:00Z	Naman was a great help setting up the app and my store for subscriptions, both being knowledgable and patient. Thank you!	125
13	5	2020-04-01T00:00:00Z	Great customer service - Priyanka had the answer for me right off the bat - no wait. Very exceptional service. Top marks. Thanks again!	126
13	5	2020-04-02T00:00:00Z	Alexa saved the day. Very helpful. Solved all of our issues. Give her a raise!!! App is working now!	127
13	4	2020-03-31T00:00:00Z	A little expensive but may be worth the extra cost. The customer support is excellent. I deleted my subscriptions app by mistake and they had me back online in 10 minutes! Aryan was super helpful.	128
13	5	2020-03-31T00:00:00Z	Regina has been an absolute blessing to work with. I was on the verge of canceling Bold Subscriptions due to hearing other services that are user friendly however Regina did her best in providing the best service I could ask for. For what I asked, I know it wasn't within her responsibilities to do however, I needed support and she made sure I received it to launch my subscription service. I will be a customer of Bold products as long as individuals like Regina are part of the team. Thank you for everything!!!!!	129
13	5	2020-03-31T00:00:00Z	This app has a lot of functions. We were struggling with getting customers to opt in for subscription. Aryan was kind to extend our trial a little longer so we can try another strategy with subscription products. Thanks!	130
14	5	2020-04-06T00:00:00Z	Ankur & Harpreet kaur are absolute wizards! They helped me work out a few kinks on my store. Customers are happy and that makes me happy. Thanks Ankur & Harpreet!!	131
14	5	2020-03-30T00:00:00Z	Great App! I love the Support that comes with it! I have a feeling it's because they're Canadian (which I appreciate because I am too ;)). Thank Priyanka for your help today. You were patient, polite and awesome.	132
14	5	2020-03-30T00:00:00Z	I haven't launched my new subscription service yet, so I can't speak to that end, but I GREATLY appreciate the support staff and installers for their assistance in helping me install this app. As far as the app itself goes, it seems really user friendly which I'm excited about. Looking forward to continuing to use another awesome BOLD app! Thanks Priyanka & Snigdha for your quick assistance!	133
14	5	2020-03-27T00:00:00Z	"Shout out to Daniel for helping me add a product to ""Build your own Subscription'. Super helpful and speedy with fixing my issue. Thanks BOLD."	134
14	5	2020-03-26T00:00:00Z	Aryan was awesome and helped me tremendously -- can't recommend enough. 10/10 customer service! A+ service!	135
14	5	2020-03-25T00:00:00Z	Yes, i recommend this app. Thank you for your help, you were very helpful. Aryan Sharma! You were awesome! have a great day =)	136
14	5	2020-03-31T00:00:00Z	Great app and amazing support team. Priyanka AND Dylan were both VERY understanding, patient, and attentive in helping me with the front end styling and customer experience. What more could you ask for?	137
14	5	2020-03-24T00:00:00Z	Awesome customer service I receive today. They are patient and help walk me through setting up payments and connecting it to my shopify store.	138
14	5	2020-03-24T00:00:00Z	Very good customer service. Is difficult to mention all of them but I remember I received great help from Simranjit, Samuel , Chintan	139
14	5	2020-03-24T00:00:00Z	It's the staff that make this app so great! Everytime. Stunning customer service from Priyanka today . No problem too great, or small - entirely patient with our general tech-incompetence.	140
15	5	2020-03-23T00:00:00Z	We are still in the trial period of testing and experimenting with the app on our web site. At the same time, we need to share our 5-star experience from the app, but also from the people behind it. Million thanks to Aryan Sharma, who has been so supportive that one can rarely enjoy such an open partnership. He addressed our request with patience, understanding and did all the things possible to accommodate our needs and support our business. Million thanks to you, Aryan and Bold team!	141
15	5	2020-03-19T00:00:00Z	This app has been huge for our small business and allowing us to offer a subscription to our customers.  And whenever I need help, I just hop on the chat and I am taken care of.  Naman helped me just today and was so awesome!!	142
15	5	2020-03-19T00:00:00Z	"I'm not the most tech savvy person out there but I could figure it out. And when I have questions, I can jump in a live chat within the app (I'm on Shopify) and not have to leave. So they can walk me through what I need to do without me trying to remember the steps or wait for the transcript to send to my email. 
I've been with Bold for more than a year but what finally prompted this review is my most recent interaction with Carter. Coronavirus is here and starting to hit this small business - he was incredibly helpful, sensitive to our needs and went above and beyond what he needed to do. Huge thanks to the Bold team. and I know there are a couple of subscription apps out there but I definitely made the right choice."	143
15	5	2020-03-16T00:00:00Z	This app is the lifeblood of our company.  Priyanka was just immensely helpful at a critical time for our company's growth.  Andriy, Victoria, Zach, and others have also gone to bat for us and helped us tremendously.  We wouldn't be where we are without this app and this team of people.  We're incredibly thankful for all of your great work and for your wonderful customer service.  Please keep it up!!  Take care and stay safe!	144
15	5	2020-03-16T00:00:00Z	Great support by BOLD team. All subscription options are available with bOLD. Mayank & Naman provided me guidance for my complete integration. We are still working on some points but i m sure they will close it soon. Thanks Mayank, Naman & BOLD team	145
15	2	2020-03-16T00:00:00Z	The app functions well as far as subscriptions but they have made it a nightmare to track Analytics correctly, Analytics tracking has the wrong reporting for total sales, the way they report creates incorrect data for Google ads making it a nightmare to run scusecfull ads. They also make it a nightmare to use tracking code for ShareASale and always just recommend that one starts using Refervission and do not care that we have a real affiliate program via ShareASale.  Their answer for everything that doesn't report well is basically sorry but we recommend you spend thousands and request customization.	146
15	5	2020-03-13T00:00:00Z	Vighnesh and Harprett were first class at helping me get to a solution. Thank you! Not quite solved yet but I have faith!	147
15	5	2020-04-06T00:00:00Z	"The support for Bold is absolutely great. during a short chat Priyanka logged in on her side and sorted out our issues in no time. Highly recommend Bold. 
The online chat is amazing.  Update: again the support team was excellent one more time, with Samantha helping out in a very professional way and short time."	148
15	5	2020-03-12T00:00:00Z	Great app for increasing LTV. Naman was also really helpful with a couple of issues we were having. Thanks again!	149
15	5	2020-03-11T00:00:00Z	This app is quite helpful/easy to use and the support team is very friendly and supportive. Especially, Simran helped me a lot. His support is really kind, knowledgible and very customer oriented. Thank you!	150
16	5	2020-03-11T00:00:00Z	"Great customer service. Troubleshoot any issues easily.
Responsive and figured the problem out right away!"	151
16	5	2020-03-11T00:00:00Z	A fantastic app that has helped our business grow from strength to strength! Customer service has been swift and friendly. Many thanks to Carter for speedily resolving our queries via online chat, a big thumbs up from us!	152
